NEGERI,PPD,JENIS/LABEL,KODSEKOLAH,NAMASEKOLAH,ALAMATSURAT,POSKODSURAT,BANDARSURAT,NOTELEFON,NOFAX,EMAIL,LOKASI,MURID,GURU,PRASEKOLAH,INTEGRASI,KOORDINATXX,KOORDINATYY
JOHOR,PPD BATU PAHAT,SMK,JEB0017,SEKOLAH MENENGAH KEBANGSAAN CONVENT,"250, JALAN TAN SWEE HOE",83000,BATU PAHAT,074343464,074348883,JEB0017@moe.edu.my,Bandar,697,55,TIADA,ADA,102.950891,1.862471
JOHOR,PPD BATU PAHAT,SMK,JEB0018,SEKOLAH MENENGAH KEBANGSAAN MUNSHI SULAIMAN,"KM 6, JALAN KLUANG",83000,BATU PAHAT,074341949,074332730,JEB0018@moe.edu.my,Bandar,1117,102,ADA,ADA,102.978564,1.868203
JOHOR,PPD BATU PAHAT,SMK,JEB0019,SEKOLAH MENENGAH KEBANGSAAN DATO' SYED ESA,JALAN INDAH,83000,BATU PAHAT,074341448,074324279,JEB0019@moe.edu.my,Bandar,1489,121,ADA,ADA,102.937758,1.840103
JOHOR,PPD JOHOR BAHRU,SMK,JEB1001,MAKTAB SULTAN ABU BAKAR,JKR 469 JALAN SUNGAI CHAT,80100,JOHOR BAHRU,072222651,072237445,JEB1001@moe.edu.my,Bandar,847,108,ADA,ADA,103.7387466,1.463157624
JOHOR,PPD JOHOR BAHRU,SMK,JEB1002,SEKOLAH MENENGAH KEBANGSAAN DATO JAAFAR,JLN YAHYA ALDATAR,80300,JOHOR BAHRU,0105521071,072237552,JEB1002@moe.edu.my,Bandar,571,72,TIADA,ADA,103.7670815,1.472609308
JOHOR,PPD JOHOR BAHRU,SMK,JEB1003,SEKOLAH MENENGAH KEBANGSAAN AMINUDDIN BAKI,JALAN ABDUL SAMAD,80100,JOHOR BAHRU,072221293,072214026,JEB1003@moe.edu.my,Bandar,834,81,TIADA,ADA,103.7444276,1.478189134
JOHOR,PPD JOHOR BAHRU,SMK,JEB1004,SEKOLAH MENENGAH KEBANGSAAN SAINT JOSEPH,JLN GERODA LARKIN,80350,JOHOR BAHRU,072367515,072369515,JEB1004@moe.edu.my,Bandar,433,36,TIADA,ADA,103.7409514,1.497081609
JOHOR,PPD JOHOR BAHRU,SMK,JEB1005,SEKOLAH MENENGAH KEBANGSAAN (P) SULTAN IBRAHIM,JALAN BENDAHARA,80100,JOHOR BAHRU,072243050,072237227,JEB1005@moe.edu.my,Bandar,820,60,TIADA,ADA,103.751796,1.473278
JOHOR,PPD JOHOR BAHRU,SMK,JEB1006,SEKOLAH MENENGAH KEBANGSAAN INFANT JESUS CONVENT,JALAN YAHYA AWAL,80100,JOHOR BAHRU,072244645,072235812,JEB1006@moe.edu.my,Bandar,813,55,TIADA,ADA,103.7542525,1.464723523
JOHOR,PPD JOHOR BAHRU,SMK,JEB1007,SEKOLAH MENENGAH KEBANGSAAN SULTANAH ENGKU TUN AMINAH,JALAN SUNGAI CHAT,80100,JOHOR BAHRU,072237033,072212101,JEB1007@moe.edu.my,Bandar,638,51,TIADA,ADA,103.74161,1.46511
JOHOR,PPD JOHOR BAHRU,SBP,JEB1009,SEKOLAH TUN FATIMAH,JALAN  TUN  ABDUL  RAZAK,80000,JOHOR BAHRU,072364706,072376961,JEB1009@moe.edu.my,Bandar,734,59,TIADA,ADA,103.7356541,1.491558138
JOHOR,PPD KLUANG,SMK,JEB2037,SEKOLAH MENENGAH KEBANGSAAN TINGGI KLUANG,"429, JALAN SEKOLAH",86000,KLUANG,077711037,077760016,JEB2037@moe.edu.my,Bandar,865,114,TIADA,ADA,103.3155477,2.030036863
JOHOR,PPD KLUANG,SMK,JEB2038,SEKOLAH MENENGAH KEBANGSAAN TENGKU ARIS BENDAHARA,"KM 5, JLN MERSING",86000,KLUANG,077711457,077722451,JEB2038@moe.edu.my,Bandar,1386,97,TIADA,ADA,103.34664,2.051871
JOHOR,PPD KLUANG,SMK,JEB2039,SEKOLAH MENENGAH KEBANGSAAN CANOSSIAN CONVENT,"BATU2, JALAN BATU PAHAT",86000,KLUANG,077711103,077760137,JEB2039@moe.edu.my,Bandar,793,56,TIADA,ADA,103.30547,2.02212
JOHOR,PPD KOTA TINGGI,SMK,JEB3043,SEKOLAH MENENGAH KEBANGSAAN LAKSAMANA,"JLN BKT SRI LALANG,  PETI SURAT 74",81907,KOTA TINGGI,078831303,078831853,JEB3043@moe.edu.my,Bandar,1524,126,TIADA,ADA,103.896105,1.722729
JOHOR,PPD MERSING,SMK,JEB4044,SEKOLAH MENENGAH KEBANGSAAN SRI MERSING,"PETI SURAT 10, JALAN ISMAIL",86807,MERSING,077991150,077995470,JEB4044@moe.edu.my,Luar Bandar,561,69,TIADA,ADA,103.843202,2.43034
JOHOR,PPD MERSING,SMK,JEB4045,SEKOLAH MENENGAH KEBANGSAAN PAI CHEE,JALAN MESJID,86800,MERSING,077991466,077997784,JEB4045@moe.edu.my,Bandar,247,26,ADA,ADA,103.8423014,2.424743873
JOHOR,PPD MUAR,SMK,JEB5021,SEKOLAH TINGGI MUAR,JALAN MERIAM,84000,MUAR,069521360,069543360,JEB5021@moe.edu.my,Bandar,679,89,ADA,ADA,102.5613,2.0446
JOHOR,PPD MUAR,SMK,JEB5022,SEKOLAH MENENGAH KEBANGSAAN ST ANDREW,"PETI SURAT 11, JALAN HASHIM",84007,MUAR,069522467,TIADA,JEB5022@moe.edu.my,Bandar,629,49,TIADA,ADA,102.5776,2.050203
JOHOR,PPD MUAR,SMK,JEB5024,SEKOLAH MENENGAH KEBANGSAAN SRI MUAR,PETI SURAT 17 JALAN MERIAM,84007,MUAR,069522334,069527307,JEB5024@moe.edu.my,Bandar,320,32,TIADA,ADA,102.5624,2.042545
JOHOR,PPD MUAR,SMK,JEB5025,SEKOLAH MENENGAH KEBANGSAAN (PEREMPUAN) SULTAN ABU BAKAR,"PETI SURAT 58, JLN ABDUL RAHMAN",84007,MUAR,069521261,069515386,JEB5025@moe.edu.my,Bandar,838,70,TIADA,ADA,102.558,2.040219
JOHOR,PPD MUAR,SMK,JEB5026,SEKOLAH MENENGAH KEBANGSAAN CONVENT,"NO 100, JLN DAUD",84000,MUAR,069521376,069521376,JEB5026@moe.edu.my,Bandar,758,70,TIADA,ADA,102.5728,2.040712
JOHOR,PPD PONTIAN,SMK,JEB6012,SEKOLAH MENENGAH KEBANGSAAN SRI PERHENTIAN,JLN PARIT IBRAHIM,82000,PONTIAN,076871606,076863225,JEB6012@moe.edu.my,Bandar,834,70,ADA,ADA,103.3837938,1.505538392
JOHOR,PPD PONTIAN,SMK,JEB6014,SEKOLAH MENENGAH KEBANGSAAN DATO` ALI HJ AHMAD,JALAN PARIT MASJID,82000,PONTIAN,076874399,076861190,JEB6014@moe.edu.my,Bandar,1568,118,TIADA,ADA,103.4031272,1.488858603
JOHOR,PPD SEGAMAT,SMK,JEB7029,SEKOLAH MENENGAH KEBANGSAAN TINGGI SEGAMAT,"JKR 106, JALAN SEKOLAH",85000,SEGAMAT,079312472,079319293,JEB7029@moe.edu.my,Luar Bandar,884,101,TIADA,ADA,102.8144681,2.51601232
JOHOR,PPD SEGAMAT,SMK,JEB7030,SEKOLAH MENENGAH KEBANGSAAN SEG HWA,JALAN TAHANG RIMAU,85000,SEGAMAT,079311235,079311235,JEB7030@moe.edu.my,Bandar,1574,110,TIADA,ADA,102.7998,2.52047
JOHOR,PPD SEGAMAT,SMK,JEB7031,SEKOLAH MENENGAH KEBANGSAAN CANOSSIAN CONVENT,JALAN BULOH KASAP,85000,SEGAMAT,079312130,079312130,JEB7031@moe.edu.my,Luar Bandar,290,29,TIADA,ADA,102.8108793,2.51544156
JOHOR,PPD SEGAMAT,SMK,JEB7032,SEKOLAH MENENGAH KEBANGSAAN LABIS,JALAN MUAR,85300,LABIS,079251306,079251306,JEB7032@moe.edu.my,Luar Bandar,437,60,ADA,ADA,103.0145288,2.375171892
JOHOR,PPD SEGAMAT,SMK,JEB7034,SEKOLAH MENENGAH KEBANGSAAN PADUKA TUAN,"JALAN GENUANG, SEGAMAT",85000,SEGAMAT,079431341,079437376,JEB7034@moe.edu.my,Bandar,1119,95,ADA,ADA,102.843951,2.492672592
JOHOR,PPD KULAI,SMK,JEB8001,SEKOLAH MENENGAH KEBANGSAAN MUNSHI ABDULLAH,"BATU 21, JALAN AIR HITAM",81000,KULAIJAYA,076631415,076624859,jeb8001@moe.edu.my,Bandar,524,50,TIADA,ADA,103.595993,1.663778
JOHOR,PPD BATU PAHAT,SMK,JEE0018,SEKOLAH MENENGAH KEBANGSAAN TUN SARDON,"JKR  940,  JALAN  S.M.K.  TUN SARDON, RENGIT",83100,BATU PAHAT,074241020,074244399,JEE0018@moe.edu.my,Bandar,622,69,TIADA,ADA,103.14849,1.681511
JOHOR,PPD BATU PAHAT,SMK,JEE0019,SEKOLAH MENENGAH KEBANGSAAN TUN ISMAIL,JALAN SEKOLAH,86400,PARIT RAJA,074541232,074544002,JEE0019@moe.edu.my,Bandar,1510,136,ADA,ADA,103.112545,1.867787
JOHOR,PPD BATU PAHAT,SMK,JEE0020,SEKOLAH MENENGAH KEBANGSAAN SEMERAH,"KAMPUNG LUBOK, SEMERAH",83600,BATU PAHAT,074161014,074161014,JEE0020@moe.edu.my,Luar Bandar,672,73,ADA,ADA,102.784501,1.879972
JOHOR,PPD BATU PAHAT,SMK,JEE0034,SEKOLAH MENENGAH KEBANGSAAN DATUK MENTERI,AYER HITAM,86100,BATU PAHAT,077581134,077583032,JEE0034@moe.edu.my,Bandar,859,84,TIADA,ADA,103.17801,1.915332
JOHOR,PPD BATU PAHAT,SMK,JEE0040,SEKOLAH MENENGAH KEBANGSAAN YONG PENG,"JLN. ANN LOH YUEN, YONG PENG",83700,BATU PAHAT,074671885,074672434,JEE0040@moe.edu.my,Bandar,1403,101,ADA,ADA,103.061174,2.019874
JOHOR,PPD BATU PAHAT,SMK,JEE0041,SEKOLAH MENENGAH KEBANGSAAN TUNKU PUTRA,"KM. 12, JLN. BESAR, TONGKANG PECHAH",83010,BATU PAHAT,074151030,074154086,JEE0041@moe.edu.my,Bandar,1476,117,TIADA,ADA,102.958262,1.945508
JOHOR,PPD JOHOR BAHRU,SMK,JEE1004,SEKOLAH MENENGAH KEBANGSAAN GELANG PATAH,GELANG PATAH,81550,GELANG PATAH,075101213,,jee1004@moe.edu.my,Bandar,1461,109,ADA,ADA,103.5909596,1.449413061
JOHOR,PPD PASIR GUDANG,SMK,JEE1005,SEKOLAH MENENGAH KEBANGSAAN DATO PENGGAWA TIMUR,"KM. 24, JALAN BESAR MASAI",81750,MASAI,072511035,072521671,JEE1005@moe.edu.my,Bandar,956,91,TIADA,ADA,103.8783342,1.4928827
JOHOR,PPD JOHOR BAHRU,SMK,JEE1008,SEKOLAH MENENGAH KEBANGSAAN DATO ABDUL RAHMAN YASSIN,JKR 4418 JLN PENGANGKUTAN,81200,JOHOR BAHRU,072361020,072354544,JEE1008@moe.edu.my,Bandar,1038,80,ADA,ADA,103.701478,1.502862
JOHOR,PPD PASIR GUDANG,SMK,JEE1011,SEKOLAH MENENGAH KEBANGSAAN ULU TIRAM,WAKIL POS ULU TIRAM,81800,ULU TIRAM,078611178,078631272,JEE1011@moe.edu.my,Bandar,1967,144,ADA,ADA,103.817727,1.603016894
JOHOR,PPD KLUANG,SMK,JEE2042,SEKOLAH MENENGAH KEBANGSAAN DATO HJ HASSAN YUNOS,JALAN SEKOLAH,86300,RENGAM,077535264,077536407,JEE2042@moe.edu.my,Luar Bandar,353,59,ADA,ADA,103.4043288,1.886303519
JOHOR,PPD KLUANG,SBP,JEE2043,SEKOLAH MENENGAH SAINS JOHOR,"KM. 1, JLN BATU PAHAT",86000,KLUANG,077722458,077723786,JEE2043@moe.edu.my,Bandar,570,54,TIADA,ADA,103.31076,2.01557
JOHOR,PPD KLUANG,SMK,JEE2044,SEKOLAH MENENGAH KEBANGSAAN PALOH,"JKR 1153, KAMPUNG MERDEKA, PALOH",86600,KLUANG,077811267,077813578,JEE2044@moe.edu.my,Luar Bandar,629,56,ADA,ADA,103.1920588,2.195322796
JOHOR,PPD KLUANG,SMK,JEE2045,SEKOLAH MENENGAH KEBANGSAAN DATO' ABD RAHMAN ANDAK,JALAN PARIT HJ HASHIM,86200,SIMPANG RENGGAM,077556198,077556198,JEE2045@moe.edu.my,Bandar,884,73,ADA,ADA,103.305719,1.824997
JOHOR,PPD MERSING,SMK,JEE4036,SEKOLAH MENENGAH KEBANGSAAN UNGKU HUSIN,JALAN HAJI ARIFFIN,86900,ENDAU,077943234,077942979,JEE4036@moe.edu.my,Bandar,1199,107,ADA,ADA,103.630758,2.647619
JOHOR,PPD MUAR,SMK,JEE5023,SEKOLAH MENENGAH KEBANGSAAN TENGKU MAHKOTA,"KM 5, PARIT RAJA, JALAN TEMENGGONG AHMAD",84000,MUAR,069812781,069813122,JEE5023@moe.edu.my,Bandar,1108,99,ADA,ADA,102.5999,2.011148
JOHOR,PPD MUAR,SMK,JEE5027,SEKOLAH MENENGAH KEBANGSAAN SULTAN ALAUDDIN RIAYAT SHAH 1,PEKAN PAGOH,84600,MUAR,069746228,069747908,JEE5027@moe.edu.my,Luar Bandar,1351,104,ADA,ADA,102.7766,2.15374
JOHOR,PPD MUAR,SMK,JEE5030,SEKOLAH MENENGAH KEBANGSAAN LENGA,"JALAN IMAM JANTAN, FELDA BT 27, LENGA",84040,MUAR,069711725,069711725,JEE5030@moe.edu.my,Luar Bandar,301,34,ADA,ADA,102.853,2.246763
JOHOR,PPD MUAR,SMK,JEE5031,SEKOLAH MENENGAH KEBANGSAAN TUN SULAIMAN NINAM SHAH,PETI SURAT 70,84007,MUAR,069523893,069542977,JEE5031@moe.edu.my,Bandar,411,51,ADA,ADA,102.5546,2.03705
JOHOR,PPD PONTIAN,SMK,JEE6009,SEKOLAH MENENGAH KEBANGSAAN TELOK KERANG,JALAN PERADIN,82020,TELOK KERANG,076873903,076868421,JEE6009@moe.edu.my,Luar Bandar,525,53,ADA,ADA,103.4282246,1.417156183
JOHOR,PPD PONTIAN,SMK,JEE6011,SEKOLAH MENENGAH KEBANGSAAN PEKAN NENAS,JALAN KAMPUNG SAWAH,81500,PEKAN NANAS,076991261,076992387,JEE6011@moe.edu.my,Bandar,888,66,TIADA,ADA,103.5129637,1.515008664
JOHOR,PPD PONTIAN,SMK,JEE6017,SEKOLAH MENENGAH KEBANGSAAN BENUT,JALAN JAAFAR,82200,BENUT,076903254,076906613,JEE6017@moe.edu.my,Bandar,831,78,TIADA,ADA,103.2589477,1.648263634
JOHOR,PPD SEGAMAT,SMK,JEE7033,SEKOLAH MENENGAH KEBANGSAAN MUNSHI IBRAHIM,JKR 484 JALAN SEKOLAH,85300,LABIS,079251600,079254600,JEE7033@moe.edu.my,Bandar,799,78,TIADA,ADA,103.0191,2.39435
JOHOR,PPD SEGAMAT,SMK,JEE7035,SEKOLAH MENENGAH KEBANGSAAN DATO' AHMAD ARSHAD,BATU ANAM,85100,SEGAMAT,079499131,079499131,JEE7035@moe.edu.my,Luar Bandar,465,43,ADA,ADA,102.7102858,2.572513624
JOHOR,PPD SEGAMAT,SMK,JEE7036,SEKOLAH MENENGAH KEBANGSAAN JEMENTAH,KM 23 JALAN MUAR JEMENTAH,85200,SEGAMAT,079475296,079475296,JEE7036@moe.edu.my,Bandar,570,44,TIADA,ADA,102.686516,2.444893195
JOHOR,PPD SEGAMAT,SMK,JEE7037,SEKOLAH MENENGAH KEBANGSAAN CHAAH,"JALAN KAMPUNG JAWA BARU, CHAAH",85400,SEGAMAT,079261133,079261133,JEE7037@moe.edu.my,Luar Bandar,476,50,ADA,ADA,103.0371183,2.249470704
JOHOR,PPD KULAI,SMK,JEE8001,SEKOLAH MENENGAH KEBANGSAAN SULTAN IBRAHIM,JLN LENGKONGAN,81000,KULAI,076631303,076631303,JEE8001@moe.edu.my,Bandar,1622,146,ADA,ADA,103.60437,1.651401
JOHOR,PPD BATU PAHAT,SM SABK,JFT0001,SEKOLAH MENENGAH AGAMA PARIT RAJA,"JALAN SEKOLAH ARAB, PARIT RAJA",86400,BATU PAHAT,074545710,074545710,JFT0001@moe.edu.my,Bandar,519,47,TIADA,ADA,103.118604,1.845906
JOHOR,PPD BATU PAHAT,SM SABK,JFT0002,SEKOLAH MENENGAH AGAMA JAWAHIR AL-ULUM,"JALAN PARIT KEMANG, SENGGARANG",83200,BATU PAHAT,074291243,074291243,JFT0002@moe.edu.my,Bandar,249,31,TIADA,ADA,103.05716,1.749664
JOHOR,PPD BATU PAHAT,SM SABK,JFT0003,SEKOLAH MENENGAH AGAMA PARIT SULONG,"JALAN MUAR, PARIT SULONG",83500,BATU PAHAT,07-4185481,07-4185101,JFT0003@moe.edu.my,Luar Bandar,231,27,TIADA,ADA,102.876609,1.985238
JOHOR,PPD BATU PAHAT,SM SABK,JFT0004,SEKOLAH MENENGAH AGAMA ATTARBIAH AL ISLAMIAH,"NO 31, JALAN LIM YEW LEONG",83000,BATU PAHAT,074346475,074332712,JFT0004@moe.edu.my,Bandar,292,32,TIADA,ADA,102.946009,1.848815
JOHOR,PPD PASIR GUDANG,SM SABK,JFT1001,MADRASAH ALATTAS ALARABIAH JOHOR,"KM 23, JALAN KOTA TINGGI, ULU TIRAM",81800,JOHOR BAHRU,078616901,,JFT1001@moe.edu.my,Bandar,273,32,TIADA,ADA,103.8247383,1.611108617
JOHOR,PPD JOHOR BAHRU,SM SABK,JFT1002,SEKOLAH MENENGAH AGAMA AL QURAN WADDIN,JALAN PADANG 1 KAMPUNG MELAYU STULANG BARU,81100,JOHOR BAHRU,073337208,073340630,JFT1002@moe.edu.my,Bandar,322,28,TIADA,ADA,103.7555695,1.507171293
JOHOR,PPD KLUANG,SM SABK,JFT2001,SEKOLAH MENENGAH AGAMA ARABIAH KLUANG,"KM 1, JALAN MERSING",86000,KLUANG,077721582,077733582,JFT2001@moe.edu.my,Bandar,323,31,TIADA,ADA,103.325837,2.031999
JOHOR,PPD KOTA TINGGI,SM SABK,JFT3001,SEKOLAH MENENGAH AGAMA KOTA TINGGI,"JALAN ANGGOR, TAMAN KOTA JAYA",81900,KOTA TINGGI,078833760,078834760,JFT3001@moe.edu.my,Bandar,366,40,TIADA,ADA,103.890509,1.739503
JOHOR,PPD KULAI,SM SABK,JFT3002,SEKOLAH MENENGAH AGAMA BANDAR TENGGARA,PETI SURAT 24  JALAN TUN IBRAHIM,81440,BANDAR TENGGARA,078961217,078964840,JFT3002@moe.edu.my,Bandar,314,39,TIADA,ADA,103.615699,1.863243
JOHOR,PPD MERSING,SM SABK,JFT4001,SEKOLAH MENENGAH AGAMA AL-KHAIRIAH AL-ISLAMIAH,"49/3, JALAN AWANG DAIK",86800,MERSING,077996272,077996272,JFT4001@moe.edu.my,Luar Bandar,341,35,TIADA,ADA,103.8371408,2.435822152
JOHOR,PPD MUAR,SM SABK,JFT5001,SEKOLAH MENENGAH AGAMA AD-DINIAH,"PARIT SUBARI, PEKAN BARU, PARIT YUSUF",83600,MUAR,074162708,074162708,JFT5001@moe.edu.my,Bandar,135,19,TIADA,ADA,102.7653,1.899371
JOHOR,PPD MUAR,SM SABK,JFT5006,SEKOLAH MENENGAH AGAMA AT-TANWIRIAH,"JALAN TEMENGGONG AHMAD, PARIT JAWA",84150,MUAR,069872627,069872627,JFT5006@moe.edu.my,Luar Bandar,254,28,TIADA,ADA,102.6416,1.961997
JOHOR,PPD PONTIAN,SM SABK,JFT6001,SEKOLAH MENENGAH AGAMA (ARAB) AN-NUR,"JALAN JAAFAR, BENUT",82200,PONTIAN,076906144,076906144,JFT6001@moe.edu.my,Bandar,370,37,TIADA,ADA,103.2565284,1.64467632
JOHOR,PPD PONTIAN,SM SABK,JFT6002,SEKOLAH MAAHAD PONTIAN,"JALAN SEKOLAH ARAB, PARIT MESJID",82000,PONTIAN,076874470,076863482,JFT6002@moe.edu.my,Bandar,597,52,TIADA,ADA,103.4027302,1.488340575
JOHOR,PPD PONTIAN,SM SABK,JFT6003,SEKOLAH MENENGAH AGAMA BUGISIAH,"TAMPOK, BENUT",82200,PONTIAN,074241901,074241902,JFT6003@moe.edu.my,Bandar,418,49,TIADA,ADA,103.2015699,1.658026028
JOHOR,PPD SEGAMAT,SM SABK,JFT7001,SEKOLAH MENENGAH AGAMA AL-KHAIRIAH SEGAMAT,JALAN HUSSIEN,85000,SEGAMAT,079322484,079321494,JFT7001@moe.edu.my,Bandar,278,29,TIADA,ADA,102.8162438,2.519017514
JOHOR,PPD TANGKAK,SM SABK,JFT9001,SEKOLAH MENENGAH AGAMA LUGHATIL ARABIAH,JALAN SIALANG,84900,TANGKAK,069788492,069789499,JFT9001@moe.edu.my,Bandar,152,27,TIADA,ADA,102.535426,2.267536
JOHOR,PPD TANGKAK,SM SABK,JFT9002,SEKOLAH MENENGAH AGAMA LUGHATUL QURAN,"KESANG TASEK, SUNGAI MATI",84400,LEDANG,069754833,069753384,JFT9002@moe.edu.my,Bandar,494,46,TIADA,ADA,102.5453889,2.141706314
JOHOR,PPD TANGKAK,SM SABK,JFT9003,SEKOLAH MENENGAH AGAMA SHAMSUDDINIAH,"PARIT MEDAN, KUNDANG ULU",84710,TANGKAK,069728200,069728201,JFT9003@moe.edu.my,Luar Bandar,294,40,TIADA,ADA,102.752376,2.230552
JOHOR,PPD TANGKAK,SM SABK,JFT9004,SEKOLAH MENENGAH AGAMA DARUL ULUM,"SEROM 4, SUNGAI MATI",84410,LEDANG,069755049,069755049,JFT9004@moe.edu.my,Bandar,101,18,TIADA,ADA,102.5929323,2.207258207
JOHOR,PPD BATU PAHAT,KV,JHA0002,KOLEJ VOKASIONAL BATU PAHAT,"KM. 7, JALAN KLUANG",83000,BATU PAHAT,074312051,074315529,JHA0002@moe.edu.my,Bandar,822,124,TIADA,ADA,102.984132,1.869434
JOHOR,PPD BATU PAHAT,KV,JHA0003,KOLEJ VOKASIONAL TUN HUSSEIN ONN,KM 7.75  JALAN KLUANG,83000,BATU PAHAT,074340112,074330112,JHA0003@moe.gov.my,Bandar,127,25,TIADA,ADA,102.986777,1.868884
JOHOR,PPD JOHOR BAHRU,KV,JHA1001,KOLEJ VOKASIONAL TANJUNG PUTERI,774 JLN YAHYA ALDATAR,80300,JOHOR BAHRU,072220051,072221051,JHA1001@moe.edu.my,Bandar,527,79,TIADA,ADA,103.7669152,1.471791504
JOHOR,PPD JOHOR BAHRU,KV,JHA1002,KOLEJ VOKASIONAL (ERT) AZIZAH,JALAN DATIN HALIMAH,80350,JOHOR BAHRU,072361040,072340034,JHA1002@moe.edu.my,Bandar,604,99,TIADA,ADA,103.7353134,1.501730967
JOHOR,PPD JOHOR BAHRU,KV,JHA1003,KOLEJ VOKASIONAL PERDAGANGAN,JLN TUN ABDUL RAZAK,80350,JOHOR BAHRU,072374378,072386726,JHA1003@moe.edu.my,Bandar,475,75,TIADA,ADA,103.727207,1.494342
JOHOR,PPD PASIR GUDANG,KV,JHA1004,KOLEJ VOKASIONAL PASIR GUDANG,JALAN LIMBUNGAN,81700,PASIR GUDANG,072712066,072712077,JHA1004@moe.edu.my,Bandar,121,30,TIADA,ADA,103.9270489,1.43955807
JOHOR,PPD KLUANG,KV,JHA2001,KOLEJ VOKASIONAL KLUANG,"KM.3, JALAN MENGKIBOL",86000,KLUANG,077721482,077743403,JHA2001@moe.edu.my,Bandar,950,140,TIADA,ADA,103.323367,2.001708
JOHOR,PPD KOTA TINGGI,KV,JHA3002,KOLEJ VOKASIONAL KOTA TINGGI,PETI SURAT 65,81907,KOTA TINGGI,078835367,078837402,JHA3002@moe.edu.my,Bandar,710,111,TIADA,ADA,103.9074039,1.747166879
JOHOR,PPD MUAR,KV,JHA5001,KOLEJ VOKASIONAL MUAR,JLN SUNGAI ABONG,84000,MUAR,069512212,069556945,JHA5001@moe.edu.my,Bandar,803,139,TIADA,ADA,102.5952,2.060209
JOHOR,PPD MUAR,KV,JHA5002,KOLEJ VOKASIONAL PAGOH,KOLEJ VOKASIONAL PAGOH,84600,PAGOH,069741069,TIADA,--,Luar Bandar,150,32,TIADA,ADA,102.7973555,2.1729054
JOHOR,PPD PONTIAN,KV,JHA6001,KOLEJ VOKASIONAL TANJUNG PIAI,KAMPUNG SUNGAI BUNTU,82300,PENEROK,076960535,076960536,JHA6001@moe.edu.my,Luar Bandar,207,38,TIADA,ADA,103.432875,1.369249
JOHOR,PPD SEGAMAT,KV,JHA7002,KOLEJ VOKASIONAL SEGAMAT,"KM. 5, JALAN GENUANG",85000,SEGAMAT,079433103,079433375,JHA7002@moe.edu.my,Bandar,654,104,TIADA,ADA,102.859084,2.496547391
JOHOR,PPD JOHOR BAHRU,SMT,JKE1001,SEKOLAH MENENGAH TEKNIK JOHOR BAHRU,"SUSUR 7, JALAN TUN ABD RAZAK",80350,JOHOR BAHRU,072361028,072349611,JKE1001@moe.edu.my,Bandar,594,46,TIADA,ADA,103.727591,1.493317
JOHOR,PPD PASIR GUDANG,SMKA,JRA1001,SEKOLAH MENENGAH KEBANGSAAN AGAMA JOHOR BAHRU,JALAN ANGGERIK 21 TAMAN JOHOR JAYA,81100,JOHOR BAHRU,073517057,073517054,JRA1001@moe.edu.my,Bandar,674,54,TIADA,ADA,103.8055015,1.546556272
JOHOR,PPD KOTA TINGGI,SMKA,JRA3001,SEKOLAH MENENGAH KEBANGSAAN AGAMA BANDAR PENAWAR,BANDAR PENAWAR,81900,KOTA TINGGI,078222071,078223749,JRA3001@moe.edu.my,Luar Bandar,594,59,TIADA,ADA,104.226316,1.563842
JOHOR,PPD MERSING,SBP,JRA4001,SEKOLAH MENENGAH SAINS SULTAN ISKANDAR,"KM. 4, JALAN JEMALUANG",86800,MERSING,077997754,077997892,JRA4001@moe.edu.my,Bandar,546,52,TIADA,ADA,103.8516301,2.390790288
JOHOR,PPD MUAR,SMKA,JRA5036,SEKOLAH MENENGAH KEBANGSAAN AGAMA MAAHAD MUAR,"NO.97, JALAN JONED",84000,MUAR,069521943,069543145,JRA5036@moe.edu.my,Bandar,802,147,TIADA,ADA,102.5567,2.029641
JOHOR,PPD MUAR,SMKA,JRA5037,SEKOLAH MENENGAH KEBANGSAAN AGAMA PAGOH,JALAN RENCHONG GOMBANG,84600,PAGOH,069741900,069741901,JRA5037@moe.edu.my,Luar Bandar,703,51,TIADA,ADA,102.8006,2.170973
JOHOR,PPD MUAR,SMKA,JRA5038,SEKOLAH MENENGAH KEBANGSAAN AGAMA HAJI MOHD YASSIN,"BATU 3, JALAN BAKRI",84000,MUAR,069528593,TIADA,TIADA,Bandar,461,32,TIADA,ADA,102.6039,2.050117
JOHOR,PPD SEGAMAT,SMKA,JRA7001,SEKOLAH MENENGAH KEBANGSAAN AGAMA SEGAMAT,"KM 5, JALAN GENUANG, SEGAMAT BARU",85000,SEGAMAT,079432284,079436332,JRA7001@moe.edu.my,Bandar,585,57,TIADA,ADA,102.8578073,2.498080157
KEDAH,PPD BALING,SMK,KEA0035,SEKOLAH MENENGAH KEBANGSAAN BALING,JALAN KULIM BALING,09100,BALING,044701218,044702577,KEA0035@moe.edu.my,Bandar,881,99,TIADA,ADA,100.91299,5.66553
KEDAH,PPD BALING,SMK,KEA0036,SEKOLAH MENENGAH KEBANGSAAN SIONG,"KAMPUNG LALANG, JALAN WENG",09100,BALING,044731761,044732348,KEA0036@moe.edu.my,Luar Bandar,806,66,ADA,ADA,100.90068,5.79804
KEDAH,PPD BALING,SMK,KEA0064,SEKOLAH MENENGAH KEBANGSAAN TELOI KANAN,FELDA TELOI KANAN,09300,KUALA KETIL,044193882,044192605,KEA0064@moe.edu.my,Bandar,360,38,ADA,ADA,100.66416,5.71542
